,Country,Year,gdp,pop_density,pop,gender_ratio,exp_imp,edu_prim,gva_ag,gva_indst,gva_servc,labor_part,unemp,energy_prod,energy_supp,internet,tourism,health,parliam_women,food_prod,cpi,mort_child,life_exp,mort_mother,pop_gain,num_child,pop_migrants,pop_unhcr,urban,ghg_emissions
467,Moldova,2005,719.0,126.6,4.16,91.9,-288.7019230769231,44.26899038461538,19.0742,22.2934,58.6324,48.4,7.3,0.9615384615384615,24.0,14.6,33.17307692307692,9.5581,15.8,99.8,117.9,18.9,67.6,39.0,-0.2,1.2,4.2,426.6826923076923,42.8,2.91
468,Moldova,2010,1423.0,124.3,4.08,92.6,-567.156862745098,34.60710784313726,14.0956,19.991,65.9135,41.7,7.5,1.9607843137254901,20.0,32.3,54.411764705882355,12.1592,23.8,92.6,100.0,15.5,68.3,34.0,-0.4,1.3,3.9,554.1666666666666,42.6,3.02
469,Moldova,2015,1602.0,123.8,4.07,92.5,-496.3144963144963,34.03832923832923,13.9056,21.3989,64.6955,44.1,3.7,7.616707616707616,25.0,69.0,73.7100737100737,10.1769,20.8,95.4,135.8,14.3,71.0,23.0,-0.1,1.3,3.5,1667.321867321867,42.5,2.82
470,Romania,2005,4652.0,93.1,21.43,95.1,-594.1670555296314,45.27741483901073,9.4808,36.048,54.4712,53.5,7.2,54.73635090993934,75.0,21.5,61.78254783014466,5.4588,11.4,95.3,74.1,16.9,71.5,33.0,-0.6,1.3,0.7,126.92487167522165,53.2,6.29
471,Romania,2010,8153.0,88.8,20.44,94.4,-616.0958904109589,41.205381604696676,6.1167,42.0427,51.8406,55.0,7.0,56.50684931506849,72.0,39.9,79.7945205479452,5.7541,11.4,90.1,100.0,12.0,73.1,30.0,-0.9,1.4,0.8,84.63796477495107,53.8,5.67
472,Romania,2015,8951.0,86.4,19.88,94.0,-465.4426559356137,47.646126760563384,4.7602,34.0588,61.1809,54.3,6.8,56.13682092555332,67.0,55.8,105.48289738430584,4.9441,13.7,91.2,114.2,8.7,74.8,31.0,-0.6,1.5,1.4,143.7625754527163,53.9,5.46
473,Russia,2005,5372.0,8.8,143.62,87.0,993.9005709511209,36.962853363041354,4.919,38.2211,56.8599,61.0,7.2,351.6641136331987,190.0,15.2,54.34479877454393,4.7584,9.8,99.5,61.4,16.2,64.9,42.0,-0.4,1.3,8.1,3363.716752541429,73.5,14.7
474,Russia,2010,10757.0,8.7,143.15,86.5,1174.6838980090813,39.43827104435906,3.828,34.7761,61.3959,62.5,7.4,374.984282221446,202.0,43.0,92.48340901152636,4.9572,14.0,98.5,100.0,10.7,67.1,29.0,-0.1,1.4,7.8,925.986727209221,73.7,15.21
475,Russia,2015,9510.0,8.8,143.89,86.8,1119.7859475988603,41.57739940232122,4.594,33.1397,62.2663,62.7,5.6,389.3529779692821,207.0,70.1,91.76454235874627,5.277,13.6,130.7,151.5,8.3,70.3,25.0,0.1,1.7,8.1,2996.8031134894713,74.1,15.31
476,Rwanda,2005,287.0,364.5,8.99,95.6,-24.916573971078975,206.65639599555058,39.2756,13.8494,46.875,84.7,1.7,7.007786429365962,8.0,0.6,7.452725250278086,8.777,48.8,100.7,111.05,90.7,50.6,567.0,2.3,5.4,4.8,7158.620689655172,16.9,0.56
477,Rwanda,2010,563.0,415.4,10.25,95.9,-113.46341463414635,224.32448780487806,30.2037,15.8498,53.9465,84.8,3.0,7.414634146341464,8.0,8.0,21.853658536585368,8.6442,56.3,140.1,100.0,59.8,60.1,381.0,2.6,4.9,4.3,5433.170731707317,16.9,0.61
478,Rwanda,2015,712.0,471.4,11.63,96.2,-109.97420464316423,210.72269991401546,30.1461,18.2933,51.5605,84.1,1.2,7.308684436801375,8.0,18.0,39.29492691315563,6.5194,63.8,150.0,122.1,44.0,65.2,290.0,2.5,4.2,3.8,11655.460017196903,17.0,0.6
482,Saint Lucia,2005,5714.0,268.4,0.16,95.8,-2637.5,147.33125,3.4562,18.7446,77.7992,66.0,18.7,0.0,33.0,21.6,2387.5,5.4345,11.1,90.5,87.3,14.2,72.1,67.0,0.8,1.9,7.0,221.875,23.1,6.5
483,Saint Lucia,2010,8008.0,282.9,0.17,96.4,-2541.176470588235,114.60588235294117,2.4782,13.7859,83.7359,66.3,20.6,0.0,34.0,32.5,1817.6470588235293,5.693,11.1,87.3,100.0,11.8,74.0,54.0,1.1,1.6,7.0,41.17647058823529,18.5,6.5
484,Saint Lucia,2015,9156.0,290.5,0.18,96.0,-2238.888888888889,93.45555555555555,2.39,12.0677,85.5423,67.1,24.1,0.0,34.0,42.5,4500.0,5.3902,16.7,65.9,111.4,10.9,74.8,48.0,0.5,1.5,7.2,355.55555555555554,18.5,6.44
485,Saint Vincent & Grenadines,2005,5065.0,278.8,0.11,102.0,-1827.2727272727273,162.34545454545454,6.2238,18.6274,75.1487,67.2,18.9,0.0,31.0,9.2,945.4545454545455,3.3368,22.7,103.9,80.9,21.2,70.7,50.0,0.2,2.2,4.0,13954.247528563053,47.0,2.64
486,Saint Vincent & Grenadines,2010,6232.0,280.3,0.11,102.0,-3072.7272727272725,131.22727272727272,7.0878,19.2168,73.6954,68.4,18.8,0.0,31.0,33.7,781.8181818181819,3.7476,21.7,119.1,100.0,18.5,71.8,50.0,0.1,2.1,4.1,15323.924610443077,49.0,2.65
487,Saint Vincent & Grenadines,2015,6915.0,280.7,0.11,101.8,-2618.181818181818,121.47272727272727,7.3048,18.0469,74.6483,68.4,18.0,0.0,31.0,51.8,1918.1818181818182,3.5063,13.0,111.0,105.1,16.5,72.7,45.0,0.0,2.0,4.2,6194.892143251124,51.0,2.53
488,Samoa,2005,2414.0,63.6,0.18,107.4,-838.8888888888889,172.0222222222222,12.2992,30.5507,57.1501,32.9,2.1,5.555555555555555,19.0,3.4,411.11111111111114,4.7625,6.1,101.1,76.4,25.7,70.1,77.0,0.6,4.4,3.2,96.9537655832089,21.2,2.39
489,Samoa,2010,3648.0,65.8,0.19,106.5,-1263.157894736842,162.47894736842105,9.0819,25.84,65.0781,32.6,4.8,5.2631578947368425,21.0,7.0,652.6315789473684,5.4945,8.2,106.8,100.0,21.3,72.1,64.0,0.7,4.5,2.8,1584.403178755248,20.1,2.54
490,Samoa,2015,3995.0,68.5,0.19,106.6,-1642.1052631578948,168.41052631578947,9.3938,24.4742,67.4392,32.0,8.8,5.2631578947368425,24.0,25.4,747.3684210526316,5.6747,6.1,118.8,108.4,18.0,74.1,51.0,0.8,4.2,2.5,2703.3490348246005,18.9,2.67
494,Sao Tome and Principe,2005,811.0,162.1,0.16,98.8,-287.5,190.42499999999998,18.3231,14.9182,66.7587,57.0,16.5,6.25,13.0,13.8,393.75,11.1736,9.1,100.9,39.2,51.8,63.8,181.0,2.3,5.1,2.2,33340.42228907311,59.2,0.9
495,Sao Tome and Principe,2010,1130.0,182.1,0.17,99.0,-623.5294117647059,200.68235294117645,11.7586,18.1577,70.0837,58.7,14.6,5.88235294117647,14.0,18.8,370.5882352941176,6.8382,7.3,103.7,100.0,46.0,65.5,162.0,2.3,4.9,1.5,33805.74585883715,65.0,0.96
496,Sao Tome and Principe,2015,1613.0,203.7,0.2,99.2,-665.0,177.79,12.3431,14.9236,72.7334,59.6,13.4,5.0,14.0,25.8,315.0,5.3499,18.2,111.2,154.0,43.8,66.1,156.0,2.2,4.7,1.2,5616.242853081587,70.2,1.01
497,Saudi Arabia,2005,13740.0,11.1,23.91,125.5,5146.173149309912,129.5526557925554,3.2036,61.7823,35.0142,50.5,6.1,1010.5395232120452,252.0,12.7,391.4470932664157,3.4187,0.0,100.4,81.4,17.5,72.9,18.0,2.8,3.7,27.2,13006.98452530322,81.0,14.67
498,Saudi Arabia,2010,19260.0,12.8,27.43,128.1,5357.455340867663,121.07422530076558,2.6337,58.2393,39.1269,51.1,5.6,806.2340503098796,281.0,41.0,274.73569084943495,3.6575,0.0,103.4,100.0,14.7,73.2,14.0,2.7,3.2,30.7,2576.339773970106,82.1,17.69
499,Saudi Arabia,2015,20733.0,14.7,31.56,130.9,1193.6311787072243,121.81609632446136,2.6236,45.345,52.0315,55.6,5.6,861.3434727503169,308.0,69.6,354.340937896071,5.9983,19.9,101.7,114.4,13.0,74.0,12.0,2.8,2.7,34.1,2227.6299112801016,83.2,18.26
500,Senegal,2005,1001.0,58.4,11.25,96.2,-180.17777777777778,128.37004444444443,15.9688,26.3033,57.7279,50.9,9.0,4.622222222222222,11.0,4.8,29.68888888888889,4.607,19.2,110.2,102.65,61.1,58.9,427.0,2.6,5.3,2.1,2075.822222222222,41.7,1.88
501,Senegal,2010,1295.0,67.1,12.92,95.9,-208.5139318885449,131.19249226006193,16.6472,25.5702,57.7826,48.8,10.2,6.656346749226007,13.0,8.0,35.913312693498455,4.8718,22.7,153.0,100.0,51.1,62.4,375.0,2.8,5.1,2.0,1876.9349845201239,43.8,1.89
502,Senegal,2015,1186.0,77.8,14.98,96.4,-199.1989319092123,132.0018691588785,15.9928,26.411,57.5961,46.2,4.9,5.2069425901201605,13.0,21.7,26.635514018691588,5.6764,42.7,160.9,105.3,43.9,65.7,315.0,3.0,5.0,1.8,1152.202937249666,45.9,1.8
503,Serbia,2005,3528.0,105.4,9.22,95.6,-638.3405639913232,35.240021691973965,11.9586,29.3025,58.7388,54.6,20.9,46.74620390455531,82.0,26.3,33.4056399132321,8.7354,27.8,98.85,65.2,14.1,72.4,15.0,-0.6,1.7,9.2,52813.232104121475,53.9,6.58
504,Serbia,2010,5412.0,103.2,9.03,95.7,-768.5492801771873,31.357807308970102,10.2258,28.3999,61.3744,50.9,19.2,48.7264673311185,89.0,40.9,105.20487264673312,10.0969,21.6,103.1,100.0,12.4,73.3,16.0,-0.4,1.6,9.1,34620.930232558145,55.0,6.54
505,Serbia,2015,5237.0,101.2,8.85,95.6,-545.8757062146893,31.550282485875712,8.1842,31.3609,60.4549,52.0,17.9,50.73446327683616,87.0,65.3,149.37853107344634,9.4051,34.0,94.6,133.0,9.8,74.7,17.0,-0.4,1.6,9.1,29347.1186440678,55.7,6.62
506,Seychelles,2005,10357.0,192.9,0.09,99.9,-3722.222222222222,102.26666666666668,3.8462,19.377,76.7768,72.1,5.5,0.0,115.0,25.4,2988.888888888889,3.9291,29.4,98.5,54.1,10.6,72.1,58.03494514433438,1.8,2.2,10.1,145644.08160158814,51.7,8.45
507,Seychelles,2010,10612.0,198.7,0.09,106.5,-8477.777777777777,96.33333333333334,2.6672,16.5378,80.795,72.1,5.5,0.0,67.0,41.0,3911.1111111111113,3.5849,23.5,95.5,100.0,10.2,72.4,40.146304913624526,0.6,2.3,12.5,297936.8849085355,53.3,8.28
508,Seychelles,2015,14695.0,203.8,0.09,98.2,-5566.666666666667,99.71111111111112,2.4235,14.0037,83.5728,72.1,5.5,0.0,73.0,54.3,5366.666666666667,3.3487,43.8,104.5,120.9,10.2,72.9,22.516473830680717,0.5,2.4,13.6,294123.8039694285,55.4,7.65
509,Sierra Leone,2005,292.0,78.4,5.66,97.3,-33.03886925795053,240.32561837455827,50.9803,11.6194,37.4003,65.0,3.6,8.8339222614841,11.0,0.2,11.307420494699647,11.0377,14.5,93.2,117.05,134.9,41.3,1986.0,4.3,6.1,2.6,11721.55477031802,36.9,0.8
510,Sierra Leone,2010,399.0,89.5,6.46,97.6,-70.74303405572755,210.5639318885449,55.1572,8.1068,36.736,61.2,4.3,8.04953560371517,9.0,0.6,4.024767801857585,10.9434,13.2,148.1,100.0,116.9,45.9,1633.0,2.6,5.6,1.5,1332.9721362229102,38.9,0.83
511,Sierra Leone,2015,587.0,100.3,7.24,98.0,-230.11049723756906,187.8788674033149,60.5022,4.5604,34.9374,58.3,4.7,7.458563535911602,9.0,6.3,5.110497237569061,20.4146,12.4,169.9,134.1,94.4,50.2,1360.0,2.3,4.8,1.3,191.5745856353591,40.8,0.97
512,Singapore,2005,28372.0,6415.8,4.49,98.5,6596.659242761692,620.3852138272414,0.0577,32.3615,67.5808,64.2,5.6,5.902004454342984,189.0,61.0,1382.8507795100222,3.043,16.0,90.1,88.0,2.5,79.2,16.0,2.8,1.3,38.1,0.8908685968819599,100.0,9.48
513,Singapore,2010,46592.0,7248.9,5.07,97.4,8101.775147928994,112.11056059441083,0.0389,27.6295,72.3316,66.9,3.2,4.930966469428007,219.0,71.0,2796.449704142012,3.2241,23.4,92.3,100.0,2.2,81.2,11.0,2.4,1.3,42.7,1.3806706114398422,100.0,9.84
514,Singapore,2015,54937.0,7907.5,5.54,97.6,9005.95667870036,147.90325855790775,0.033,25.7424,74.2246,68.9,1.7,5.054151624548736,223.0,79.0,2999.4584837545126,4.1894,25.3,109.4,113.2,2.1,82.3,10.0,1.7,1.2,46.0,0.18050541516245489,100.0,9.88
518,Slovakia,2005,9069.0,112.3,5.4,94.1,-373.3333333333333,44.89981481481481,3.6282,36.115,60.2568,59.6,16.3,49.07407407407407,144.0,55.2,237.4074074074074,6.5979,16.7,101.6,86.8,7.3,73.8,7.0,0.0,1.2,2.4,569.4444444444445,55.6,8.68
519,Slovakia,2010,16561.0,112.4,5.4,94.2,-70.92592592592592,39.337222222222216,2.8134,35.2259,61.9607,58.8,14.4,46.29629629629629,136.0,75.7,432.4074074074074,7.8011,18.0,81.9,100.0,6.2,74.8,6.0,0.0,1.3,2.7,303.5185185185185,54.7,7.9
520,Slovakia,2015,16136.0,113.1,5.44,94.6,384.92647058823525,39.7547794117647,3.7403,34.8121,61.4476,59.6,11.5,48.713235294117645,124.0,77.6,455.88235294117646,6.8675,18.7,85.7,108.7,5.7,76.3,6.0,0.1,1.4,3.3,465.25735294117646,53.9,7.43
521,Slovenia,2005,18206.0,99.1,2.0,95.4,-865.0,46.578,2.6005,34.0816,63.3179,59.2,6.5,73.0,153.0,46.8,947.0,7.965,12.2,99.4,86.8,4.0,76.7,11.0,0.1,1.2,9.9,575.5,51.5,9.67
522,Slovenia,2010,23477.0,101.5,2.05,97.9,-1052.1951219512196,52.13804878048781,1.9821,30.6053,67.4126,59.2,7.2,76.58536585365854,150.0,70.0,1327.3170731707319,8.5914,14.4,91.1,100.0,3.2,78.6,9.0,0.5,1.4,12.4,2221.4634146341464,52.7,9.3
523,Slovenia,2015,20774.0,103.0,2.07,98.5,346.37681159420293,55.82608695652174,2.3696,32.5596,65.0708,57.4,9.0,68.59903381642512,133.0,73.1,1217.874396135266,8.5017,36.7,91.1,105.9,2.5,80.3,9.0,0.3,1.6,11.5,159.42028985507247,53.8,8.72
524,Solomon Islands,2005,914.0,16.8,0.47,104.5,-144.6808510638298,159.74893617021277,30.3814,7.5373,62.0813,72.8,2.2,6.382978723404256,12.0,0.8,12.765957446808512,10.1419,0.0,103.2,65.8,49.9,64.7,164.0,2.6,4.6,0.7,6.382978723404256,17.8,0.98
525,Solomon Islands,2010,1363.0,18.9,0.53,103.3,-211.32075471698113,179.96037735849058,28.7353,13.3322,57.9325,72.3,2.1,5.660377358490566,11.0,5.0,96.22641509433961,7.2579,0.0,110.8,100.0,38.7,67.4,136.0,2.3,4.4,0.5,5.660377358490566,20.0,1.01
526,Solomon Islands,2015,1803.0,21.0,0.59,103.4,-110.16949152542374,176.67118644067799,25.0375,15.4768,59.4857,71.5,2.0,5.084745762711865,10.0,10.0,101.69491525423729,5.2487,2.0,116.2,125.3,30.0,69.6,114.0,2.1,4.1,0.4,5.084745762711865,22.4,0.99
530,South Africa,2005,5280.0,40.2,48.82,96.4,-164.72757066775912,149.8248463744367,2.6661,30.2776,67.0562,54.5,23.8,134.84227775501844,113.0,7.5,176.75133142154854,6.7058,32.8,103.0,74.3,60.5,53.8,112.0,1.3,2.8,2.5,3480.3154444899633,59.5,9.23
531,South Africa,2010,7276.0,42.5,51.58,96.5,-6.262117099651028,136.18394726638232,2.6296,30.1597,67.2107,52.4,24.7,131.79526948429626,119.0,24.0,199.8642884839085,7.4154,44.5,117.3,100.0,52.7,53.1,154.0,1.1,2.6,4.1,4453.955021326095,62.2,9.5
532,South Africa,2015,5743.0,45.6,55.29,96.5,-180.14107433532286,136.65838307107975,2.3251,29.1005,68.5744,54.6,25.2,123.38578404774825,110.0,51.9,165.3101826731778,8.1978,41.5,122.3,130.3,36.5,59.5,138.0,1.4,2.6,6.9,16505.55254114668,64.8,9.49
533,South Sudan,2010,1510.0,16.5,10.07,99.9,245.1837140019861,126.49970208540219,5.1294,55.4377,39.4329,73.4,12.1,31.876861966236344,3.0,5.5,2.1847070506454815,6.79051419331175,26.5,97.73390246300872,100.0,89.1,52.3,876.0,4.3,5.6,2.6,204422.34359483613,17.9,1.1407473573521214
534,South Sudan,2015,1128.0,19.4,11.88,100.3,207.82828282828282,107.22659932659933,4.0553,46.3649,49.5798,73.0,12.0,27.020202020202017,3.0,5.5,1.8518518518518516,6.778892775891604,26.5,97.9438494097072,331.9,77.7,55.1,789.0,3.3,5.2,7.1,173277.18855218854,18.9,1.1445390899421277
535,Spain,2005,26276.0,88.3,44.04,97.3,-2198.2742960944597,56.42377384196185,3.0252,30.4346,66.5401,56.8,9.2,28.51952770208901,136.0,47.9,1125.4541326067213,7.6764,36.0,94.5,89.0,4.0,79.9,5.0,1.5,1.3,9.3,122.63851044504996,77.3,9.62
536,Spain,2010,30598.0,93.8,46.79,97.8,-1480.7010044881386,58.153216499251975,2.5511,26.0136,71.4353,59.3,19.9,30.326992947210943,114.0,65.8,1160.6112417183158,9.022,36.6,103.6,100.0,3.4,81.2,5.0,1.2,1.4,13.4,140.26501389185725,78.4,7.27
537,Spain,2015,25844.0,93.0,46.4,96.4,-585.0,64.87939655172414,2.8684,23.2719,73.8597,58.3,22.1,29.461206896551726,106.0,78.7,1218.3620689655172,9.1201,41.1,105.2,106.5,2.9,82.5,5.0,-0.2,1.3,12.7,371.9396551724138,79.6,6.57
538,Sri Lanka,2005,1431.0,311.3,19.52,97.2,-109.98975409836066,82.51936475409836,8.8245,31.0273,60.1482,56.3,7.7,8.350409836065573,16.0,1.8,37.346311475409834,4.0097,4.9,102.4,58.3,13.1,73.2,43.0,0.8,2.3,0.2,18038.47336065574,18.3,1.8
539,Sri Lanka,2010,2808.0,322.1,20.2,94.8,-200.49504950495052,85.18841584158416,9.4634,29.6776,60.859,54.7,4.9,9.10891089108911,18.0,12.0,51.68316831683168,3.8675,5.8,124.8,100.0,10.1,74.1,35.0,0.7,2.3,0.2,21547.72277227723,18.2,1.79
540,Sri Lanka,2015,3891.0,330.3,20.71,93.0,-411.7817479478513,85.86074360212457,8.8256,29.2987,61.8757,53.5,4.7,8.739739256397876,21.0,30.0,192.08112023177208,3.8899,5.8,130.5,109.5,8.2,74.6,30.0,0.5,2.1,0.2,2501.5934331240946,18.3,1.87
541,State of Palestine,2005,1351.0,594.0,3.58,102.9,-651.3966480446927,108.13910614525139,5.8353,25.8293,68.3353,40.6,23.5,2.2346368715083798,16.0,16.0,14.525139664804469,6.7332592982258035,13.53871340340786,96.4,80.7,24.9,71.2,62.0,2.1,5.0,7.5,0.8379888268156425,73.1,1.7533403343932759
542,State of Palestine,2010,2192.0,675.6,4.07,102.9,-831.2039312039311,98.98427518427518,6.4396,23.3309,70.2295,40.7,23.7,2.211302211302211,13.0,37.4,100.49140049140048,7.132755106543954,14.107619653732153,75.3,100.0,22.3,72.0,54.0,2.6,4.6,6.3,0.7371007371007371,74.1,2.4838432541103383
543,State of Palestine,2015,2718.0,774.6,4.66,102.9,-915.8798283261802,96.60557939914163,4.1064,21.8456,74.048,45.4,25.8,1.9313304721030042,16.0,57.4,66.95278969957081,7.082835402950434,17.48957928628841,87.5,111.0,20.0,72.9,45.0,2.7,4.3,5.5,0.6437768240343348,75.4,2.649260653598767
544,Sudan,2010,1584.0,19.5,34.39,99.5,-82.17505088688573,117.01936609479499,42.7671,13.8583,43.3745,47.5,12.8,19.13346903169526,18.0,16.7,2.3844140738586797,5.0317,24.3,115.86128373562637,100.0,53.7,61.5,349.0,2.1,5.0,1.7,56746.75777842396,33.1,4.27
545,Sudan,2015,2150.0,19.5,34.39,99.5,-82.17505088688573,131.38752544344288,32.3502,20.0543,47.5956,47.2,12.8,19.13346903169526,18.0,26.6,27.595231171852284,6.8049,24.3,116.7447319286375,349.8,48.7,63.6,311.0,2.3,4.8,1.6,80485.86798487933,33.9,4.27
548,Suriname,2005,4395.0,3.2,0.5,101.5,-106.0,131.054,11.3251,37.3687,51.3061,51.2,9.8,64.0,53.0,6.4,192.0,6.4625,19.6,98.5,69.0,24.2,68.1,223.0,1.1,2.8,6.7,9.0,66.7,5.63
549,Suriname,2010,8303.0,3.4,0.53,101.2,1184.9056603773583,133.9264150943396,10.1969,37.8585,51.9446,51.9,7.6,81.13207547169812,76.0,31.6,130.18867924528303,5.5498,25.5,137.3,100.0,22.2,69.6,169.0,1.1,2.6,7.5,15.094339622641508,66.3,5.9
550,Suriname,2015,8725.0,3.5,0.55,100.9,-652.7272727272726,130.76545454545456,9.9349,27.9045,62.1606,52.0,7.2,72.72727272727272,53.0,42.8,179.99999999999997,6.7056,11.8,144.2,139.2,17.4,70.9,155.0,1.0,2.5,8.5,1.8181818181818181,66.1,6.18
551,Sweden,2005,43092.0,22.0,9.04,98.4,2092.0353982300885,72.83860619469027,1.1394,29.6682,69.1924,62.9,7.7,157.74336283185843,237.0,84.8,843.8053097345133,8.2774,45.3,100.4,92.7,3.2,80.1,5.0,0.4,1.7,12.5,10663.938053097347,84.3,7.0
552,Sweden,2010,52066.0,22.9,9.39,99.2,1024.7071352502662,61.35356762513312,1.6224,28.9102,69.4674,63.1,8.6,144.51544195953142,225.0,90.0,1136.741214057508,8.4864,46.4,94.5,100.0,2.6,81.1,4.0,0.8,1.9,14.2,11800.745473908413,85.1,6.25
553,Sweden,2015,51018.0,23.8,9.76,99.9,168.13524590163934,81.13657786885247,1.3571,24.4862,74.1568,64.0,7.4,144.2622950819672,193.0,90.6,1158.5040983606557,11.0081,43.6,103.9,103.6,2.4,81.9,4.0,0.8,1.9,16.4,23105.430327868853,86.6,5.29
554,Switzerland,2005,55153.0,187.5,7.41,95.9,587.8542510121457,70.74520917678812,0.8954,27.0192,72.0854,67.0,4.4,61.80836707152496,145.0,70.1,1612.9554655870445,10.822,25.0,99.4,95.7,4.6,80.5,7.0,0.7,1.4,24.4,8562.483130904184,73.5,7.21
555,Switzerland,2010,74538.0,198.2,7.83,97.0,2468.582375478927,62.90012771392082,0.7259,26.5828,72.6912,66.9,4.8,67.17752234993614,139.0,83.9,2249.553001277139,10.6985,29.0,103.2,100.0,4.2,81.8,6.0,1.1,1.5,26.5,7899.872286079182,73.6,6.77
556,Switzerland,2015,81713.0,210.5,8.32,98.0,4664.302884615385,58.950600961538456,0.6714,25.9361,73.3925,68.2,4.8,61.17788461538461,123.0,87.5,2360.4567307692305,11.8938,30.5,103.2,98.2,3.9,82.7,5.0,1.2,1.5,29.0,10402.764423076922,73.7,6.34
557,Syria,2005,1552.0,99.6,18.29,104.2,-79.16894477856752,123.13531984691089,20.2931,31.1872,48.5197,46.6,9.2,64.02405686167305,40.0,5.6,111.26298523783488,4.1097,12.0,98.8,274.4,17.7,73.6,58.0,2.2,3.8,4.8,17932.640787315475,53.8,4.87
558,Syria,2010,2877.0,114.5,21.02,101.9,-295.3853472882969,115.57802093244528,19.7396,30.6674,49.593,43.0,8.6,55.42340627973359,43.0,20.7,300.0951474785918,3.2764,12.4,91.6,100.0,15.0,74.5,49.0,2.8,3.4,8.5,62231.77925784967,55.6,4.31
559,Syria,2015,1019.0,102.0,18.74,102.3,-81.16328708644612,124.90915154749199,20.6587,30.0301,49.3112,41.6,14.7,10.458911419423693,22.0,30.0,222.59871931696907,3.6930500000000004,12.4,77.5,448.8,17.9,69.9,68.0,-2.3,3.1,5.3,424041.568836713,52.2,3.32
560,Tajikistan,2005,337.0,49.0,6.85,101.3,-61.89781021897811,101.17927007299271,23.7604,30.6838,45.5558,42.5,11.2,16.78832116788321,23.0,0.3,1.3138686131386863,5.2102,12.7,99.3,120.1,62.9,66.5,46.0,2.0,3.6,4.1,155.47445255474454,26.5,1.04
561,Tajikistan,2010,738.0,54.6,7.64,101.6,-190.05235602094243,89.27879581151834,21.8469,27.8588,50.2943,43.2,11.7,15.052356020942408,19.0,11.6,18.586387434554975,5.7354,17.5,137.4,100.0,48.9,68.7,35.0,2.2,3.5,3.6,932.5916230366493,26.5,1.1
562,Tajikistan,2015,919.0,61.1,8.55,101.1,-297.5438596491228,79.90198830409356,24.6921,27.4753,47.8326,43.5,10.4,15.321637426900583,19.0,19.0,17.076023391812864,6.8537,16.9,181.0,140.2,38.9,70.4,32.0,2.2,3.5,3.2,1396.8421052631577,26.7,1.25
563,Thailand,2005,2894.0,128.1,65.43,96.8,-123.09338224056242,91.31308268378419,9.1981,38.6291,52.1729,73.4,1.4,32.767843496866874,61.0,15.0,184.97631056090478,3.1597,8.8,98.3,86.6,16.7,71.2,26.0,0.8,1.6,3.3,2282.6226501604765,37.4,4.67
564,Thailand,2010,5075.0,131.6,67.21,96.1,192.20354113971138,76.57394732926649,10.5252,40.0127,49.4621,71.7,0.6,43.92203541139712,74.0,22.4,354.0544561821158,3.3901,13.3,115.6,100.0,13.4,73.2,23.0,0.5,1.6,4.8,9662.699003124537,43.9,5.1
565,Thailand,2015,5846.0,134.4,68.66,95.4,129.09991261287504,74.00348092047771,8.9928,36.2205,54.7868,69.1,0.6,45.630643751820564,82.0,39.3,706.7725021846782,3.6669,6.1,118.2,110.3,11.2,74.6,20.0,0.4,1.5,5.1,9106.55403437227,47.7,5.42
566,Timor-Leste,2005,1767.0,69.0,1.03,102.8,-56.310679611650485,172.7864077669903,7.4491,76.1073,16.4436,49.2,7.2,195.14563106796115,4.0,0.1,36.407766990291265,1.3449,25.3,100.8,74.4,64.0,61.5,506.0,3.3,7.0,1.1,12.62135922330097,26.0,1.7340347890954466
567,Timor-Leste,2010,3604.0,74.6,1.11,103.2,-230.6306306306306,207.36486486486487,5.6795,79.0854,15.2352,41.5,3.3,167.56756756756755,4.0,3.0,21.62162162162162,1.426,29.2,129.0,100.0,50.2,66.4,317.0,1.6,6.5,1.0,4.504504504504504,27.7,4.12542391087953
568,Timor-Leste,2015,2502.0,83.5,1.24,103.2,-366.1290322580645,196.41854838709676,9.0673,57.7242,33.2084,39.3,3.3,118.54838709677419,6.0,23.0,41.12903225806452,3.4942,38.5,118.3,142.8,43.9,67.7,215.0,2.2,5.9,0.9,4.032258064516129,29.5,2.101770965431142
569,Togo,2005,401.0,104.5,5.68,98.7,-41.021126760563384,175.47658450704225,33.9743,16.484,49.5417,80.6,1.9,14.788732394366198,18.0,1.8,4.753521126760564,3.9219,6.2,99.5,77.6,77.3,53.9,427.0,2.7,5.3,3.6,3295.598591549296,35.2,0.97
570,Togo,2010,527.0,119.6,6.5,99.1,-85.6923076923077,197.9466153846154,33.7583,15.986,50.2557,78.6,1.9,15.23076923076923,20.0,3.0,16.153846153846153,5.8534,11.1,129.1,100.0,63.2,55.8,393.0,2.7,5.0,3.9,2185.6923076923076,37.5,1.01
571,Togo,2015,563.0,136.4,7.42,99.3,-137.6010781671159,190.50498652291105,28.2024,18.0419,53.7557,78.0,1.8,15.229110512129381,19.0,7.1,28.571428571428573,6.2494,17.6,145.8,110.3,55.7,59.1,368.0,2.6,4.7,3.7,3040.9703504043127,40.1,0.93
572,Tonga,2005,2589.0,140.3,0.1,100.6,-1100.0,170.32,20.2119,19.1399,60.6482,60.2,3.1,0.0,16.0,4.9,150.0,4.1623,0.0,97.5,76.7,23.5,71.2,114.0,0.6,4.2,4.3,30.0,23.2,2.85
573,Tonga,2010,3590.0,144.6,0.1,100.3,-1510.0,168.48,18.2258,19.9408,61.8335,59.9,1.1,0.0,16.0,16.0,170.0,4.741,3.1,134.8,100.0,22.0,71.8,130.0,0.6,4.0,4.4,30.0,23.4,3.07
